,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2012,3678813,2,시간을 거슬러,린,"발라드, 국내드라마"
1,2,2012,3663978,2,Lovey-Dovey,티아라,댄스
2,3,2012,3691429,2,내가 노래를 못해도,SE7EN,발라드
3,4,2012,3689468,2,지독하게,FTISLAND (FT아일랜드),록/메탈
4,5,2012,3685853,2,이럴 줄 알았어,비스트,댄스
5,6,2012,3666573,2,애상,10cm,포크/블루스
6,7,2012,3689060,2,내가 싫다,케이윌,발라드
7,8,2012,3681993,2,널 사랑하겠어,효린,발라드
8,9,2012,3675692,2,베짱이 찬가,써니힐,댄스
9,10,2012,3665143,2,거기서거기 (Without You),다이나믹 듀오,랩/힙합
10,11,2012,3699257,2,생각날거야,다비치,발라드
11,12,2012,3625504,2,너랑 나,아이유,댄스
12,13,2012,3630755,2,Trouble Maker,트러블메이커,댄스
13,14,2012,3666277,2,미치겠어,틴탑,댄스
14,15,2012,3654576,2,우리 사랑했잖아,다비치티아라,발라드
15,16,2012,3686634,2,Hit U,달샤벳,댄스
16,17,2012,3669673,2,전쟁이야,엠블랙,댄스
17,18,2012,3684693,2,눈물길,휘성 (Realslow),"발라드, 국내드라마"
18,19,2012,3585793,2,그리워 그리워,노을,발라드
19,20,2012,3692955,2,난리나,블락비 (Block B),댄스
20,21,2012,3669413,2,키 큰 노총각 이야기,정준하,발라드
21,22,2012,3633511,2,살기 위해서,노을,발라드
22,23,2012,3701333,2,Heaven,에일리,발라드
23,24,2012,3695630,2,너 없이 사는 것도,용준형,"댄스, 랩/힙합"
24,25,2012,3690927,2,DIRTY,미료,댄스
25,26,2012,3639713,2,그 노래를 틀때마다,허각LE (EXID),발라드
26,27,2012,3607859,2,Cry Cry,티아라,댄스
27,28,2012,3143265,2,Rolling In The Deep,Adele,R&B/Soul
28,29,2012,3706380,2,니가 필요해 (I Need You),케이윌,발라드
29,30,2012,3694935,2,문자 (Feat. 백지영),마리오,랩/힙합
30,31,2012,3698565,2,겁이 나서,나윤권백지영,발라드
31,32,2012,3457091,2,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Maroon 5,"POP, 록/메탈"
32,33,2012,971441,2,광대 (Feat. B.M.K),리쌍,랩/힙합
33,34,2012,3687773,2,Kiss The Rain,이루마신용재미(MIIII)빅톤,발라드
34,35,2012,3600223,2,Be My Baby,원더걸스,댄스
35,36,2012,3656320,2,속상해서 (술 한잔 해요 Part.2),지아,발라드
