,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2014,5473905,12,LUV,Apink (에이핑크),댄스
1,2,2014,4840271,12,위아래,EXID,댄스
2,3,2014,5458267,12,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),발라드
3,4,2014,5495296,12,사랑에 빠지고 싶다,정승환,발라드
4,5,2014,5482636,12,잊지 말기로 해 (Bonus Track),성시경,발라드
5,6,2014,5465008,12,세 사람 (With 성시경),토이,발라드
6,7,2014,5470838,12,GOOD BOY,GD X TAEYANG,랩/힙합
7,8,2014,5474213,12,HAPPY TOGETHER,박효신,발라드
8,9,2014,5456521,12,사뿐사뿐,AOA,댄스
9,10,2014,5495681,12,Angel,"타이거JK, 윤미래, 비지 (Bizzy)",랩/힙합
10,11,2014,5456526,12,나는 달라 (Feat. BOBBY),HI SUHYUN,R&B/Soul
11,12,2014,4630555,12,Problem (Feat. Iggy Azalea),Ariana Grande,POP
12,13,2014,5476552,12,니가 모르게 (You Don`t Know),로꼬,랩/힙합
13,14,2014,5442688,12,내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,랩/힙합
14,15,2014,5493729,12,싱숭생숭 (SsSs),다이나믹 듀오,랩/힙합
15,16,2014,3973781,12,크리스마스니까,성시경,발라드
16,17,2014,5442687,12,내 생애 가장 행복한 시간 (Feat. 허각),MC몽,랩/힙합
17,18,2014,5462666,12,지워 (Feat. 아이언),효린,발라드
18,19,2014,5413256,12,12시 30분,비스트,발라드
19,20,2014,5473834,12,시간아 천천히,이진아,발라드
20,21,2014,5421427,12,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),에픽하이 (EPIK HIGH),랩/힙합
21,22,2014,4016085,12,신촌을 못가,포스트맨(Postmen),발라드
22,23,2014,5419682,12,"19금 BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),랩/힙합
23,24,2014,3053259,12,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,댄스
24,25,2014,5459290,12,쓰담쓰담,10cm,"인디음악, 포크/블루스"
25,26,2014,5489152,12,LOVE IS YOU,케이윌,댄스
26,27,2014,4743560,12,Lost Stars,Adam Levine,"POP, 록/메탈, 국외영화"
27,28,2014,4543502,12,야생화,박효신,발라드
28,29,2014,5465067,12,U & I (With Crush & 빈지노),토이,발라드
29,30,2014,5439395,12,언제쯤이면 (Duet.아이유),윤현상,발라드
30,31,2014,5394265,12,손대지마,에일리,댄스
31,32,2014,5442696,12,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,랩/힙합
32,33,2014,5486885,12,"이리와봐 (Feat. Dok2, BOBBY)",MASTA WU,랩/힙합
33,34,2014,4806686,12,공허해,WINNER,발라드
34,35,2014,5415175,12,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No Make Up)",개코,랩/힙합
35,36,2014,5442691,12,도망가자 (Feat. 린),MC몽,랩/힙합
36,37,2014,5450271,12,산다는 건 (Cheer Up),홍진영,성인가요
37,38,2014,5442689,12,마음 단단히 먹어 (Feat. 에일리),MC몽,랩/힙합
38,39,2014,5478283,12,우리 다시 사랑한다면,2BIC(투빅),발라드
39,40,2014,3604753,12,사랑에 빠지고 싶다,김조한,발라드
40,41,2014,4854588,12,연결고리#힙합,BOBBY,랩/힙합
41,42,2014,5480966,12,피노키오,로이킴,"포크/블루스, 국내드라마"
42,43,2014,5400360,12,그게 나야,김동률,발라드
43,44,2014,5504874,12,마음대로,이진아,발라드
44,45,2014,4806688,12,끼부리지마,WINNER,댄스
45,46,2014,4864206,12,"묘해, 너와",어쿠스틱 콜라보,"발라드, 국내드라마"
46,47,2014,5390701,12,틈,소유 (SOYOU),R&B/Soul
47,48,2014,4671151,12,"눈, 코, 입",태양,R&B/Soul
48,49,2014,5482064,12,바라보기,엠씨더맥스,"발라드, 국내드라마"
49,50,2014,5442690,12,New York (Feat. 백지영),MC몽,랩/힙합
50,51,2014,4646573,12,너의 의미 (Feat. 김창완),아이유,발라드
51,52,2014,14776,12,All I Want For Christmas Is You,Mariah Carey,R&B/Soul
52,53,2014,4843704,12,너를 사랑해,윤미래,"발라드, R&B/Soul, 국내드라마"
53,54,2014,4789747,12,예뻐졌다 (Feat. 지코 Of Block B),박보람,댄스
54,55,2014,4369827,12,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,발라드
55,56,2014,5470601,12,"집 밥 (Feat. 긱스, 이희선여사)",김범수,발라드
56,57,2014,5431090,12,술이 너보다 낫더라,포스트맨(Postmen),발라드
57,58,2014,5442692,12,"고장난 선풍기 (Feat. 개리, 효린 Of 씨스타)",MC몽,랩/힙합
58,59,2014,5497052,12,아무일 없었다는 듯,휘성 (Realslow),발라드
59,60,2014,5408681,12,시간과 낙엽,AKMU (악동뮤지션),발라드
60,61,2014,5484485,12,엄마로 산다는 것은,이설아,발라드
61,62,2014,4681146,12,한여름밤의 꿀,San E,랩/힙합
62,63,2014,5388806,12,당신만이,곽진언,발라드
63,64,2014,5482819,12,나쁜 소문,지아,발라드
64,65,2014,5386171,12,너무 보고싶어,어쿠스틱 콜라보,"발라드, 국내드라마"
65,66,2014,4764928,12,HER,블락비 (Block B),댄스
66,67,2014,5472103,12,Piano Man,마마무(Mamamoo),댄스
67,68,2014,4354180,12,겨울 고백,성시경,발라드
68,69,2014,4688375,12,Maps,Maroon 5,록/메탈
69,70,2014,5442697,12,Whatever (Feat. 민아 Of 걸스데이),MC몽,랩/힙합
70,71,2014,5449581,12,19금 Tough Cookie (Feat. Don Mills),지코 (ZICO),랩/힙합
71,72,2014,5488945,12,울어도 돼,비투비,댄스
72,73,2014,1490825,12,어떻게 사랑이 그래요,이승환,발라드
73,74,2014,5421429,12,스포일러,에픽하이 (EPIK HIGH),랩/힙합
74,75,2014,4433490,12,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU),R&B/Soul
75,76,2014,5376645,12,가드올리고 Bounce,BOBBY,랩/힙합
76,77,2014,5465096,12,그녀가 말했다 (With 권진아),토이,발라드
77,78,2014,5372667,12,독기,아이언,랩/힙합
78,79,2014,4312955,12,거짓말 거짓말 거짓말,이적,발라드
79,80,2014,4743562,12,No One Else Like You,Adam Levine,"록/메탈, 국외영화"
80,81,2014,5457853,12,펑펑,알리 (ALi),발라드
81,82,2014,5487104,12,Brand New Day,버벌진트,랩/힙합
82,83,2014,5464998,12,"Goodbye sun, Goodbye moon (With 이수현 of 악동뮤지션)",토이,발라드
83,84,2014,1489805,12,Must Have Love,SG 워너비,R&B/Soul
84,85,2014,5466964,12,그리워라,10cm,"인디음악, 포크/블루스"
85,86,2014,5497218,12,Winter Wonderland,성시경,발라드
86,87,2014,5503377,12,겁나 (Feat. 매드클라운),멜로디데이 (MelodyDay),발라드
87,88,2014,5413548,12,보고싶어,걸스데이,발라드
88,89,2014,5493719,12,니 말대로,김나영,발라드
89,90,2014,5402092,12,걱정말아요 그대,곽진언,포크/블루스
90,91,2014,5465068,12,인생은 아름다워 (With 다이나믹듀오 & Zion. T & Crush),토이,발라드
91,92,2014,623902,12,눈의 꽃,박효신,국내드라마
92,93,2014,5503347,12,청춘연가,넬 (NELL),록/메탈
93,94,2014,5401276,12,소격동,아이유,일렉트로니카
94,95,2014,5473907,12,Secret,Apink (에이핑크),발라드
95,96,2014,4586092,12,너 사용법,에디킴,포크/블루스
96,97,2014,5511223,12,너일까,신용재,발라드
97,98,2014,5511318,12,하나뿐인 사람,케이윌,"발라드, 국내드라마"
98,99,2014,5464978,12,Reset (With 이적),토이,발라드
99,100,2014,4711007,12,애타는 마음,울랄라세션,댄스
