,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2012,3946768,11,"1,2,3,4 (원,투,쓰리,포)",이하이,R&B/Soul
1,2,2012,3946867,11,"Officially Missing You, Too",긱스 (Geeks),발라드
2,3,2012,3929469,11,보여줄게,에일리,댄스
3,4,2012,3922071,11,이러지마 제발 (Please Don`t...),케이윌,발라드
4,5,2012,3928293,11,먼지가 되어,로이킴,록/메탈
5,6,2012,3947371,11,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리,랩/힙합
6,7,2012,3940533,11,귀여워 (With 권정열 Of 10cm),별,발라드
7,8,2012,3928294,11,남자 없이 잘 살아,미쓰에이,댄스
8,9,2012,3911750,11,피어나,가인,댄스
9,10,2012,3935594,11,Ice Cream (Feat. Maboos),현아,댄스
10,11,2012,3922586,11,춥다 (Feat. 이하이),에픽하이 (EPIK HIGH),랩/힙합
11,12,2012,3936237,11,휘파람,로이킴,발라드
12,13,2012,3953192,11,하지 못한 말,노을,발라드
13,14,2012,3928194,11,말리꽃 (원곡가수 이승철),J.Lee,발라드
14,15,2012,3910821,11,바람기억,나얼,R&B/Soul
15,16,2012,3928713,11,닐리리맘보,블락비 (Block B),댄스
16,17,2012,3940755,11,똑같은 사랑 똑같은 이별,어반자카파,발라드
17,18,2012,3890826,11,All For You,서인국,발라드
18,19,2012,3928290,11,My Son,유승우,발라드
19,20,2012,3903316,11,립스틱 (LIPSTICK),오렌지 캬라멜,댄스
20,21,2012,3906377,11,크레용 (Crayon),G-DRAGON,랩/힙합
21,22,2012,3947815,11,여인,노을,발라드
22,23,2012,3906383,11,Missing You (Feat. 김윤아 Of 자우림),G-DRAGON,랩/힙합
23,24,2012,3922575,11,Fine Thank You And You?,10cm,"인디음악, 록/메탈"
24,25,2012,3914860,11,사랑은 눈꽃처럼,XIA (준수),"발라드, 국내드라마"
25,26,2012,3884575,11,I Need You,허각,발라드
26,27,2012,3940613,11,독 (Feat. E-Sens Of 슈프림팀),프라이머리,랩/힙합
27,28,2012,3949994,11,남자가 다 그렇지 뭐,김종국,발라드
28,29,2012,3939070,11,나를 잊지마요,걸스데이,댄스
29,30,2012,3935148,11,UP (Feat. 박봄 Of 2NE1),에픽하이 (EPIK HIGH),랩/힙합
30,31,2012,3940593,11,꿈이었을까,박명수,발라드
31,32,2012,3948917,11,If You Love Me (Feat. 박재범),NS 윤지,댄스
32,33,2012,3940684,11,River,어반자카파,발라드
33,34,2012,3170749,11,Officially Missing You,긱스 (Geeks),랩/힙합
34,35,2012,3893934,11,SEXY LOVE,티아라,댄스
35,36,2012,3957743,11,응급실,정준영,발라드
36,37,2012,3935149,11,Don`t Hate Me,에픽하이 (EPIK HIGH),랩/힙합
37,38,2012,3946754,11,가족,홍대광,발라드
38,39,2012,3853978,11,강남스타일,싸이 (PSY),랩/힙합
39,40,2012,3894730,11,19금 그XX,G-DRAGON,발라드
40,41,2012,3955148,11,나빠,별,발라드
41,42,2012,3897152,11,니가 싫어,어반자카파,발라드
42,43,2012,3946756,11,청개구리,로이킴,록/메탈
43,44,2012,3853980,11,어땠을까 (Feat. 박정현),싸이 (PSY),랩/힙합
44,45,2012,3904614,11,POISON,시크릿,댄스
45,46,2012,3932733,11,철부지,존박,발라드
46,47,2012,3913733,11,I Dream,"15& (박지민, 백예린)",발라드
47,48,2012,3963395,11,눈물이 툭 (Feat. 박경 Of 블락비),지아,발라드
48,49,2012,3905489,11,아프다,허각,발라드
49,50,2012,3955584,11,내 맘은 죽어가요 (Feat. Speed),더 씨야,발라드
50,51,2012,3931559,11,걷다,윤건,발라드
51,52,2012,3968836,11,되돌리다,이승기,발라드
52,53,2012,3938434,11,하지마 (Stop it),B.A.P,댄스
53,54,2012,3948834,11,정말,송중기,"발라드, 국내드라마"
54,55,2012,3929471,11,저녁 하늘,에일리,발라드
