,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2015,5610343,3,사랑 범벅 (Feat. 챈슬러 of the channels),MC몽,랩/힙합
1,2,2015,5608760,3,시작이 좋아 2015 (Prod. By 버벌진트),지민 (AOA)슬옹,랩/힙합
2,3,2015,5576417,3,같은 시간 속의 너,나얼,R&B/Soul
3,4,2015,5592623,3,19금 My Type (Prod. By 버벌진트),제시 (Jessi)치타 (CHEETAH)강남,랩/힙합
4,5,2015,5616999,3,슈퍼스타 (Prod. by D.O),키썸 (Kisum)San E태완 (Taewan),랩/힙합
5,6,2015,5572312,3,그냥 (Just),Zion.TCrush,R&B/Soul
6,7,2015,5622359,3,Apple (Feat. 박재범),가인,댄스
7,8,2015,5629186,3,사월의 눈,허각,발라드
8,9,2015,3753304,3,벚꽃 엔딩,버스커 버스커,록/메탈
9,10,2015,5536206,3,목소리,노을,발라드
10,11,2015,5584641,3,미쳐,4minute,랩/힙합
11,12,2015,4840271,3,위아래,EXID,댄스
12,13,2015,5545022,3,환청 (Feat. 나쑈 (NaShow)),장재인,"발라드, 랩/힙합, 국내드라마"
13,14,2015,5634219,3,19금 Puss (Prod.by 라이머),지민 (AOA)아이언,랩/힙합
14,15,2015,5555751,3,또 운다 또,다비치,발라드
15,16,2015,5531227,3,화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,랩/힙합
16,17,2015,5584400,3,사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)",R&B/Soul
17,18,2015,5622398,3,19금 어쩌라고 (So What),빈지노 (Beenzino),랩/힙합
18,19,2015,5628083,3,두사랑 (Feat. 매드클라운),다비치,발라드
19,20,2015,5459268,3,Uptown Funk (Feat. Bruno Mars),Mark Ronson,POP
20,21,2015,5546828,3,팔베개 (Feat. 기현) (Pillow),소유 (SOYOU)기리보이,랩/힙합
21,22,2015,4660794,3,I`m Not The Only One,Sam Smith,POP
22,23,2015,5634218,3,"19금 Coma 07` (Prod.by DJ Juice, D.Theo)",치타 (CHEETAH),랩/힙합
23,24,2015,4857981,3,Sugar,Maroon 5,"POP, 록/메탈"
24,25,2015,5473905,3,LUV,Apink (에이핑크),댄스
25,26,2015,5551234,3,슬픔 속에 그댈 지워야만 해,정승환박윤하,발라드
26,27,2015,5458267,3,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),발라드
27,28,2015,5610623,3,니가 있어야 할 곳,KATIE,R&B/Soul
28,29,2015,5456521,3,사뿐사뿐,AOA,댄스
29,30,2015,5495296,3,사랑에 빠지고 싶다,정승환,발라드
30,31,2015,4630555,3,Problem (Feat. Iggy Azalea),Ariana Grande,POP
31,32,2015,5620321,3,Paradise Lost,가인,댄스
32,33,2015,5470838,3,GOOD BOY,GD X TAEYANG,랩/힙합
33,34,2015,4579468,3,봄 사랑 벚꽃 말고,HIGH4 (하이포)아이유,발라드
34,35,2015,5617748,3,Is You (Feat. 박정현),긱스 (Geeks),랩/힙합
35,36,2015,4743560,3,Lost Stars,Adam Levine,"POP, 록/메탈, 국외영화"
36,37,2015,4543502,3,야생화,박효신,발라드
37,38,2015,5555752,3,행복해서 미안해,다비치,발라드
38,39,2015,5610344,3,권태중독 (Feat. 선우정아),MC몽,랩/힙합
39,40,2015,5629148,3,Ice Cream Cake,Red Velvet (레드벨벳),댄스
40,41,2015,5600224,3,표적,신화,댄스
