,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2017,30657307,10,썸 탈꺼야,볼빨간사춘기,"인디음악, 포크/블루스"
1,2,2017,30486509,10,좋니,윤종신,발라드
2,3,2017,30657311,10,나의 사춘기에게,볼빨간사춘기,"인디음악, 포크/블루스"
3,4,2017,30514366,10,선물,멜로망스,"발라드, 인디음악"
4,5,2017,30613202,10,시차 (We Are) (Feat. 로꼬 & GRAY),우원재,랩/힙합
5,6,2017,30636089,10,가을 아침,아이유,포크/블루스
6,7,2017,30657308,10,Blue,볼빨간사춘기,"인디음악, 포크/블루스"
7,8,2017,30587846,10,가시나,선미,댄스
8,9,2017,30637982,10,DNA,방탄소년단,랩/힙합
9,10,2017,30550388,10,all of my life,박원,발라드
10,11,2017,30492279,10,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),R&B/Soul
11,12,2017,30646585,10,잠 못 드는 밤 비는 내리고,아이유,발라드
12,13,2017,30672529,10,그리워하다,비투비,발라드
13,14,2017,30688500,10,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),랩/힙합
14,15,2017,30314784,10,밤편지,아이유,발라드
15,16,2017,30467550,10,매일 듣는 노래 (A Daily Song),황치열,발라드
16,17,2017,30188113,10,Shape of You,Ed Sheeran,POP
17,18,2017,30512671,10,빨간 맛 (Red Flavor),Red Velvet (레드벨벳),댄스
18,19,2017,30568338,10,에너제틱 (Energetic),Wanna One (워너원),댄스
19,20,2017,30657309,10,고쳐주세요,볼빨간사춘기,"인디음악, 포크/블루스"
20,21,2017,30481578,10,마지막처럼,BLACKPINK,댄스
21,22,2017,30468654,10,남이 될 수 있을까,볼빨간사춘기스무살,"인디음악, 포크/블루스"
22,23,2017,30657310,10,상상,볼빨간사춘기,"인디음악, 포크/블루스"
23,24,2017,30244931,10,봄날,방탄소년단,랩/힙합
24,25,2017,30550293,10,사랑하지 않은 것처럼,버즈,록/메탈
25,26,2017,30492276,10,널 너무 모르고,헤이즈 (Heize),랩/힙합
26,27,2017,30688502,10,빈차 (Feat. 오혁),에픽하이 (EPIK HIGH),랩/힙합
27,28,2017,30637988,10,고민보다 Go,방탄소년단,랩/힙합
28,29,2017,30566061,10,N분의1 (Feat. 다이나믹듀오),넉살한해RYNO (라이노)조우찬,랩/힙합
29,30,2017,30414090,10,처음부터 너와 나,볼빨간사춘기,"발라드, 국내드라마"
30,31,2017,30646584,10,비밀의 화원,아이유,발라드
31,32,2017,30637983,10,Best Of Me,방탄소년단,랩/힙합
32,33,2017,30519033,10,Artist,지코 (ZICO),랩/힙합
33,34,2017,30605241,10,베베 (BABE),현아,댄스
34,35,2017,30601121,10,"Red Sun (Feat. ZICO, Swings)",행주,랩/힙합
35,36,2017,30190630,10,첫눈처럼 너에게 가겠다,에일리,"발라드, 국내드라마"
36,37,2017,30566064,10,"요즘것들 (Feat. ZICO, DEAN)",행주영비Hash Swan킬라그램 (KILLAGRAMZ),랩/힙합
37,38,2017,30637776,10,이 별,길구봉구,발라드
38,39,2017,30378156,10,팔레트 (Feat. G-DRAGON),아이유,R&B/Soul
39,40,2017,30661885,10,WHERE YOU AT,뉴이스트 W,댄스
40,41,2017,30660699,10,너를 찾아서,윤종신,발라드
41,42,2017,30688501,10,"19금 노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)",에픽하이 (EPIK HIGH),랩/힙합
42,43,2017,30461396,10,"무제(無題) (Untitled, 2014)",G-DRAGON,R&B/Soul
43,44,2017,30543235,10,있다면,뉴이스트 W,발라드
44,45,2017,4032981,10,여보세요,뉴이스트,발라드
45,46,2017,30390068,10,오늘 취하면 (Feat. 창모) (Prod. SUGA),SURAN (수란),R&B/Soul
46,47,2017,30529996,10,Ko Ko Bop,EXO,댄스
47,48,2017,30637987,10,MIC Drop,방탄소년단,랩/힙합
48,49,2017,8033528,10,어디에도,엠씨더맥스,발라드
49,50,2017,30029173,10,피 땀 눈물,방탄소년단,랩/힙합
50,51,2017,30660281,10,Perhaps Love (사랑인가요) (Prod.By 박근태),에릭남 (Eric Nam)CHEEZE (치즈),발라드
51,52,2017,4786735,10,Marry Me,마크툽 (MAKTUB)구윤회,발라드
52,53,2017,30611680,10,폰서트,10cm,"인디음악, 포크/블루스"
53,54,2017,9620473,10,나만 안되는 연애,볼빨간사춘기,"인디음악, 포크/블루스"
54,55,2017,30637984,10,보조개,방탄소년단,랩/힙합
55,56,2017,4383833,10,바람이 불었으면 좋겠어,길구봉구,발라드
56,57,2017,30163110,10,좋다고 말해,볼빨간사춘기,"인디음악, 포크/블루스"
57,58,2017,30646586,10,어젯밤 이야기,아이유,댄스
58,59,2017,30457690,10,Why Don`t You Know (Feat. 넉살),청하,댄스
59,60,2017,30663524,10,나에게 넌,다비치,발라드
60,61,2017,30341745,10,REALLY REALLY,WINNER,댄스
61,62,2017,30646588,10,매일 그대와,아이유,포크/블루스
62,63,2017,30536155,10,DINOSAUR,AKMU (악동뮤지션),일렉트로니카
63,64,2017,9620469,10,우주를 줄게,볼빨간사춘기,"인디음악, 포크/블루스"
64,65,2017,8287788,10,Closer (Feat. Halsey),The Chainsmokers,"일렉트로니카, EDM"
65,66,2017,30637985,10,Pied Piper,방탄소년단,랩/힙합
66,67,2017,30558525,10,귀를 기울이면 (LOVE WHISPER),여자친구 (GFRIEND),댄스
67,68,2017,30488202,10,나로 말할 것 같으면 (Yes I am),마마무(Mamamoo),댄스
68,69,2017,30688990,10,그 사람을 아나요,임창정,발라드
69,70,2017,30651724,10,실화,케이윌,발라드
70,71,2017,30349593,10,사랑이 잘 (With 오혁),아이유,R&B/Soul
71,72,2017,30660684,10,그림자,휘인 (Whee In),"발라드, 국내드라마"
72,73,2017,30568337,10,활활 (Burn It Up),Wanna One (워너원),댄스
73,74,2017,30616684,10,Power,EXO,댄스
74,75,2017,8203900,10,너였다면,정승환,"발라드, 국내드라마"
75,76,2017,8109412,10,D (half moon) (Feat. 개코),DEAN,R&B/Soul
76,77,2017,30399360,10,미치고 싶다,한동근,발라드
77,78,2017,30654623,10,길,폴킴,R&B/Soul
78,79,2017,30637981,10,Intro : Serendipity,방탄소년단,랩/힙합
79,80,2017,7931286,10,Love Yourself,Justin Bieber,POP
80,81,2017,30672400,10,어쩔 수 없지 뭐,하이라이트 (Highlight),댄스
81,82,2017,30403590,10,New Face,싸이 (PSY),댄스
82,83,2017,30069773,10,불장난,BLACKPINK,댄스
83,84,2017,30601123,10,필라멘트 (Feat. BSK A.K.A 김범수),넉살,랩/힙합
84,85,2017,30637989,10,Outro : Her,방탄소년단,랩/힙합
85,86,2017,30271730,10,Something Just Like This,The ChainsmokersColdplay,"일렉트로니카, EDM"
86,87,2017,8143111,10,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),랩/힙합
87,88,2017,30660180,10,좋겠다,로이킴,"록/메탈, 국내드라마"
88,89,2017,30657325,10,긴 밤이 오면,에디킴,"록/메탈, 국내드라마"
89,90,2017,30413326,10,SIGNAL,TWICE (트와이스),댄스
90,91,2017,30519035,10,FANXY CHILD (Feat. FANXY CHILD),지코 (ZICO),랩/힙합
91,92,2017,30661884,10,하루만,뉴이스트 W,댄스
92,93,2017,30664017,10,I Love You Boy,수지 (SUZY),"발라드, 국내드라마"
93,94,2017,9614761,10,그대라는 사치,한동근,발라드
94,95,2017,30565334,10,LOVE ME LOVE ME,WINNER,댄스
95,96,2017,30659630,10,밤이 되니까,펀치 (Punch),R&B/Soul
96,97,2017,30588628,10,SEARCH (Feat. 카더가든),행주영비,랩/힙합
97,98,2017,30367365,10,BLUE MOON (Prod. GroovyRoom),효린창모 (CHANGMO),댄스
98,99,2017,30675647,10,헤어질 수 밖에,김나영,발라드
99,100,2017,30568339,10,Wanna Be (My Baby),Wanna One (워너원),댄스
