,song_year,song_month,song_song_id,song_ranking,song_title,song_artist,song_genre
0,1,2014,4660909,6,사람냄새,정인개리,랩/힙합
1,2,2014,4639518,6,너를 너를 너를,플라이 투 더 스카이,R&B/Soul
2,3,2014,4671151,6,"눈, 코, 입",태양,R&B/Soul
3,4,2014,4645220,6,나의 옛날이야기,아이유,발라드
4,5,2014,4603433,6,너를 원해 (Feat. Beenzino),정기고,R&B/Soul
5,6,2014,4665220,6,나 왜이래 (Feat. 강민희 Of 미스에스),San E,"랩/힙합, 국내드라마"
6,7,2014,4646573,6,너의 의미 (Feat. 김창완),아이유,발라드
7,8,2014,4633162,6,중독 (Overdose),EXO-K,댄스
8,9,2014,4579468,6,봄 사랑 벚꽃 말고,HIGH4 (하이포)아이유,발라드
9,10,2014,4674167,6,헤어졌다 만났다,다비치,댄스
10,11,2014,4543502,6,야생화,박효신,발라드
11,12,2014,4562881,6,Mr. Chu (On Stage),Apink (에이핑크),댄스
12,13,2014,4666402,6,사랑하는 그대여,신용재,발라드
13,14,2014,4635701,6,미운오리새끼,god,발라드
14,15,2014,4635740,6,Good-night Kiss,전효성,댄스
15,16,2014,4583482,6,200%,AKMU (악동뮤지션),포크/블루스
16,17,2014,4433490,6,썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU)정기고,R&B/Soul
17,18,2014,4681146,6,한여름밤의 꿀,San E레이나 (Raina),랩/힙합
18,19,2014,4665107,6,내가 할 수 없는 말 (Feat. 나비),정키,발라드
19,20,2014,4646572,6,사랑이 지나가면,아이유,발라드
20,21,2014,4667457,6,사랑 그 한마디,태연 (TAEYEON),"발라드, 국내드라마"
21,22,2014,4586092,6,너 사용법,에디킴,포크/블루스
22,23,2014,4639335,6,Night And Day,휘성 (Realslow),R&B/Soul
23,24,2014,4369827,6,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,발라드
24,25,2014,4583481,6,Give Love,AKMU (악동뮤지션),포크/블루스
25,26,2014,4677133,6,이젠 아니야,비스트,발라드
26,27,2014,4582959,6,인연,윤민수(바이브)신용재,발라드
27,28,2014,4656602,6,여전히 뜨겁게,백지영,발라드
28,29,2014,4674344,6,Hug Me (Feat. Gaeko),Crush,R&B/Soul
29,30,2014,4643439,6,봄 타나봐 (BOMTANABA),서인국,발라드
30,31,2014,4688375,6,Maps,Maroon 5,록/메탈
31,32,2014,4650421,6,"이젠 너 없이도 (Feat. 윤미래, 타이거 JK, Bizzy)",유나킴,랩/힙합
32,33,2014,4503810,6,까탈레나 (Catallena),오렌지 캬라멜,댄스
33,34,2014,4544242,6,그 중에 그대를 만나,이선희,발라드
34,35,2014,4671153,6,Stay With Me (Feat. G-Dragon Of Bigbang),태양,R&B/Soul
35,36,2014,4649342,6,Last Romeo,인피니트,댄스
36,37,2014,4579474,6,견딜만해 (Feat. 효린 Of 씨스타),매드클라운,랩/힙합
37,38,2014,4527879,6,감아 (Feat. Crush),로꼬,랩/힙합
38,39,2014,4649655,6,니목소리,플라이 투 더 스카이,R&B/Soul
39,40,2014,4641333,6,지우고 싶다,포맨,R&B/Soul
40,41,2014,4478187,6,Come Back Home,2NE1,일렉트로니카
41,42,2014,4671152,6,새벽한시 (1AM),태양,R&B/Soul
42,43,2014,4674336,6,사랑했으니..됐어,거미,발라드
43,44,2014,4686392,6,Good Luck,비스트,댄스
44,45,2014,4646571,6,삐에로는 우릴 보고 웃지,아이유,댄스
45,46,2014,4512170,6,흔한 노래,임창정,발라드
