,rank,year,month,song_id
0,1,2005,11,933372
1,2,2005,11,985785
2,3,2005,11,971439
3,4,2005,11,985472
4,5,2005,11,928697
5,6,2005,11,986817
6,7,2005,11,933390
7,8,2005,11,905857
8,9,2005,11,898497
9,10,2005,11,976103
10,11,2005,11,903404
11,12,2005,11,979391
12,13,2005,11,978136
13,14,2005,11,866714
14,15,2005,11,979393
15,16,2005,11,1008495
16,17,2005,11,983664
17,18,2005,11,905582
18,19,2005,11,985474
19,20,2005,11,926191
20,21,2005,11,931730
21,22,2005,11,985739
22,23,2005,11,993956
23,24,2005,11,931286
24,25,2005,11,864916
25,26,2005,11,992526
26,27,2005,11,987332
27,28,2005,11,931222
28,29,2005,11,904628
29,30,2005,11,975978
30,31,2005,11,866710
31,32,2005,11,926193
32,33,2005,11,916286
33,34,2005,11,1009239
34,35,2005,11,983662
35,36,2005,11,997089
36,37,2005,11,891878
37,38,2005,11,905587
38,39,2005,11,933934
39,40,2005,11,866706
40,41,2005,11,732516
41,42,2005,11,929889
42,43,2005,11,891991
43,44,2005,11,928702
44,45,2005,11,847132
45,46,2005,11,928705
46,47,2005,11,888345
47,48,2005,11,1002262
48,49,2005,11,1003811
49,50,2005,11,864907
50,51,2005,11,899430
51,52,2005,11,889549
52,53,2005,11,997677
53,54,2005,11,851277
54,55,2005,11,864906
55,56,2005,11,866705
56,57,2005,11,905581
57,58,2005,11,992533
58,59,2005,11,905862
59,60,2005,11,979392
60,61,2005,11,932258
61,62,2005,11,993265
62,63,2005,11,916033
63,64,2005,11,925357
64,65,2005,11,991702
65,66,2005,11,992527
66,67,2005,11,1002416
67,68,2005,11,894063
68,69,2005,11,933378
69,70,2005,11,905583
70,71,2005,11,930974
71,72,2005,11,1003334
72,73,2005,11,930977
73,74,2005,11,926199
74,75,2005,11,931726
75,76,2005,11,981461
76,77,2005,11,899426
77,78,2005,11,995712
78,79,2005,11,986818
79,80,2005,11,934536
80,81,2005,11,833515
81,82,2005,11,623902
82,83,2005,11,986808
83,84,2005,11,996916
84,85,2005,11,985816
85,86,2005,11,1008523
86,87,2005,11,1009243
87,88,2005,11,1009241
88,89,2005,11,931066
89,90,2005,11,993398
90,91,2005,11,982106
91,92,2005,11,1009242
92,93,2005,11,1010135
93,94,2005,11,902650
94,95,2005,11,985473
95,96,2005,11,928701
96,97,2005,11,896242
97,98,2005,11,1004266
98,99,2005,11,927045
99,100,2005,11,992167
