,rank,year,month,song_id
0,1,2008,4,1826467
1,2,2008,4,1836102
2,3,2008,4,1807098
3,4,2008,4,1816224
4,5,2008,4,1797709
5,6,2008,4,1788174
6,7,2008,4,1798752
7,8,2008,4,1833966
8,9,2008,4,1798749
9,10,2008,4,1798588
10,11,2008,4,1827472
11,12,2008,4,1756969
12,13,2008,4,1789551
13,14,2008,4,1829494
14,15,2008,4,1778667
15,16,2008,4,1832985
16,17,2008,4,1765767
17,18,2008,4,1825248
18,19,2008,4,1841036
19,20,2008,4,1786851
20,21,2008,4,1813593
21,22,2008,4,1828869
22,23,2008,4,1839323
23,24,2008,4,1836107
24,25,2008,4,1793650
25,26,2008,4,1797713
26,27,2008,4,1837070
27,28,2008,4,1789828
28,29,2008,4,1790894
29,30,2008,4,1804274
30,31,2008,4,1827423
31,32,2008,4,1817939
32,33,2008,4,1809080
33,34,2008,4,1841034
34,35,2008,4,1698598
35,36,2008,4,1846941
36,37,2008,4,1809309
37,38,2008,4,1850242
38,39,2008,4,1733348
39,40,2008,4,1840173
40,41,2008,4,1842506
41,42,2008,4,1772218
42,43,2008,4,1845031
43,44,2008,4,1764208
44,45,2008,4,1829403
45,46,2008,4,1831804
46,47,2008,4,1851229
47,48,2008,4,1763403
48,49,2008,4,1782451
49,50,2008,4,1847552
50,51,2008,4,1788359
51,52,2008,4,1786108
52,53,2008,4,1850253
53,54,2008,4,1849804
54,55,2008,4,1798768
55,56,2008,4,1836267
56,57,2008,4,1815594
57,58,2008,4,1778590
58,59,2008,4,1765763
59,60,2008,4,1768249
60,61,2008,4,1846792
61,62,2008,4,1831909
62,63,2008,4,1835201
63,64,2008,4,1782986
64,65,2008,4,1820027
65,66,2008,4,1840507
66,67,2008,4,1845030
67,68,2008,4,1790687
68,69,2008,4,1746426
69,70,2008,4,1842505
70,71,2008,4,1773274
71,72,2008,4,1829381
72,73,2008,4,1724693
73,74,2008,4,1849781
74,75,2008,4,1844668
75,76,2008,4,1807099
76,77,2008,4,1846595
77,78,2008,4,1756965
78,79,2008,4,1843731
79,80,2008,4,1847424
80,81,2008,4,1809753
81,82,2008,4,1837529
82,83,2008,4,1742135
83,84,2008,4,1826479
84,85,2008,4,1757178
85,86,2008,4,1833954
86,87,2008,4,1847631
87,88,2008,4,1622996
88,89,2008,4,1825558
89,90,2008,4,1836108
90,91,2008,4,1842500
91,92,2008,4,1839247
92,93,2008,4,1803255
93,94,2008,4,1836104
94,95,2008,4,1836790
95,96,2008,4,1845900
96,97,2008,4,1848132
97,98,2008,4,1765764
98,99,2008,4,1826468
99,100,2008,4,1807518
