,rank,year,month,song_id
0,1,2015,9,5826461
1,2,2015,9,5826447
2,3,2015,9,5824839
3,4,2015,9,5826462
4,5,2015,9,5820368
5,6,2015,9,7854179
6,7,2015,9,5818522
7,8,2015,9,5826465
8,9,2015,9,5835766
9,10,2015,9,5804040
10,11,2015,9,5385974
11,12,2015,9,5791706
12,13,2015,9,7847861
13,14,2015,9,5826464
14,15,2015,9,5807274
15,16,2015,9,7858908
16,17,2015,9,5822923
17,18,2015,9,5389475
18,19,2015,9,5815785
19,20,2015,9,7852842
20,21,2015,9,5719286
21,22,2015,9,5713422
22,23,2015,9,5807273
23,24,2015,9,7858989
24,25,2015,9,5743804
25,26,2015,9,5702706
26,27,2015,9,5748406
27,28,2015,9,5804238
28,29,2015,9,7860122
29,30,2015,9,5704397
30,31,2015,9,5748499
31,32,2015,9,5824767
32,33,2015,9,5826463
33,34,2015,9,5781104
34,35,2015,9,5826448
35,36,2015,9,5760115
36,37,2015,9,5771304
37,38,2015,9,5818487
38,39,2015,9,5811228
39,40,2015,9,5684826
40,41,2015,9,5822925
41,42,2015,9,5668985
42,43,2015,9,5760116
43,44,2015,9,4857981
44,45,2015,9,7861392
45,46,2015,9,5794982
46,47,2015,9,5700639
47,48,2015,9,5795006
48,49,2015,9,5826449
49,50,2015,9,5650996
50,51,2015,9,5768980
51,52,2015,9,5793206
52,53,2015,9,5682700
53,54,2015,9,5765885
54,55,2015,9,5767424
55,56,2015,9,4660794
56,57,2015,9,5572312
57,58,2015,9,5459268
58,59,2015,9,7863752
59,60,2015,9,7852464
60,61,2015,9,5576417
61,62,2015,9,4369827
62,63,2015,9,5781707
63,64,2015,9,5731941
64,65,2015,9,5785421
65,66,2015,9,5708013
66,67,2015,9,5765888
67,68,2015,9,5719287
68,69,2015,9,5785424
69,70,2015,9,4836118
70,71,2015,9,4646573
71,72,2015,9,5709750
72,73,2015,9,5804038
73,74,2015,9,5835767
74,75,2015,9,4743560
75,76,2015,9,5482064
76,77,2015,9,3910821
77,78,2015,9,5818521
78,79,2015,9,5721440
79,80,2015,9,7847624
80,81,2015,9,5713425
81,82,2015,9,5779688
82,83,2015,9,7859960
83,84,2015,9,4800324
84,85,2015,9,5794996
85,86,2015,9,5674119
86,87,2015,9,7852843
87,88,2015,9,7859965
88,89,2015,9,7855597
89,90,2015,9,5765887
90,91,2015,9,5628083
91,92,2015,9,5644620
92,93,2015,9,7849542
93,94,2015,9,7839315
94,95,2015,9,7844023
95,96,2015,9,7852847
96,97,2015,9,5660040
97,98,2015,9,7837821
98,99,2015,9,4681146
99,100,2015,9,7837788
