,rank,year,month,song_id
0,1,2013,12,4328659
1,2,2013,12,4333566
2,3,2013,12,4300699
3,4,2013,12,4342054
4,5,2013,12,4340421
5,6,2013,12,4309790
6,7,2013,12,4328770
7,8,2013,12,4308010
8,9,2013,12,4333791
9,10,2013,12,4312933
10,11,2013,12,4296990
11,12,2013,12,4354180
12,13,2013,12,4340248
13,14,2013,12,4314704
14,15,2013,12,4347674
15,16,2013,12,4336120
16,17,2013,12,4294284
17,18,2013,12,4312955
18,19,2013,12,4330549
19,20,2013,12,4320843
20,21,2013,12,4317286
21,22,2013,12,4300927
22,23,2013,12,3174148
23,24,2013,12,4282710
24,25,2013,12,4333556
25,26,2013,12,4307957
26,27,2013,12,4268435
27,28,2013,12,4237755
28,29,2013,12,4302973
29,30,2013,12,4338307
30,31,2013,12,4328661
31,32,2013,12,4369827
32,33,2013,12,4249547
33,34,2013,12,4289386
34,35,2013,12,4334090
35,36,2013,12,2903041
36,37,2013,12,4282578
37,38,2013,12,3973781
38,39,2013,12,4232200
39,40,2013,12,4366156
40,41,2013,12,4252728
41,42,2013,12,4193337
42,43,2013,12,3893169
43,44,2013,12,4341880
44,45,2013,12,4367874
45,46,2013,12,4333568
46,47,2013,12,4362019
47,48,2013,12,4316862
48,49,2013,12,4302974
49,50,2013,12,4230002
50,51,2013,12,4271833
51,52,2013,12,3953196
52,53,2013,12,4355880
53,54,2013,12,4236972
54,55,2013,12,3726617
55,56,2013,12,4271854
56,57,2013,12,14776
57,58,2013,12,4311261
58,59,2013,12,4328767
59,60,2013,12,4221128
60,61,2013,12,4282611
61,62,2013,12,4359820
62,63,2013,12,4334089
63,64,2013,12,4349964
64,65,2013,12,4252726
65,66,2013,12,4298535
66,67,2013,12,3436083
67,68,2013,12,4359786
68,69,2013,12,4192787
69,70,2013,12,4364332
70,71,2013,12,4333567
71,72,2013,12,4335762
72,73,2013,12,4302976
73,74,2013,12,4361940
74,75,2013,12,3053259
75,76,2013,12,4163116
76,77,2013,12,4324755
77,78,2013,12,4226211
78,79,2013,12,4205993
79,80,2013,12,4347821
80,81,2013,12,4312959
81,82,2013,12,4352438
82,83,2013,12,4344497
83,84,2013,12,4352435
84,85,2013,12,4354163
85,86,2013,12,4352364
86,87,2013,12,4345553
87,88,2013,12,4327143
88,89,2013,12,4262252
89,90,2013,12,3948908
90,91,2013,12,4314604
91,92,2013,12,482653
92,93,2013,12,4353271
93,94,2013,12,4252727
94,95,2013,12,4347891
95,96,2013,12,4341846
96,97,2013,12,4322567
97,98,2013,12,4270949
98,99,2013,12,4262132
99,100,2013,12,4312920
