,rank,year,month,song_id
0,1,2010,5,2650539
1,2,2010,5,2660148
2,3,2010,5,2648642
3,4,2010,5,2670748
4,5,2010,5,2667293
5,6,2010,5,2629049
6,7,2010,5,2627301
7,8,2010,5,2640165
8,9,2010,5,2671449
9,10,2010,5,2626610
10,11,2010,5,2621364
11,12,2010,5,2627950
12,13,2010,5,2654948
13,14,2010,5,2684572
14,15,2010,5,2611648
15,16,2010,5,2651832
16,17,2010,5,2667088
17,18,2010,5,2609744
18,19,2010,5,2626611
19,20,2010,5,2680552
20,21,2010,5,2587788
21,22,2010,5,2654264
22,23,2010,5,2621349
23,24,2010,5,2637292
24,25,2010,5,2673348
25,26,2010,5,2596161
26,27,2010,5,2596063
27,28,2010,5,2593618
28,29,2010,5,2676935
29,30,2010,5,2656760
30,31,2010,5,2579459
31,32,2010,5,2544949
32,33,2010,5,2671461
33,34,2010,5,2673793
34,35,2010,5,2643659
35,36,2010,5,2680150
36,37,2010,5,2688949
37,38,2010,5,2656792
38,39,2010,5,2601592
39,40,2010,5,2587789
40,41,2010,5,2601848
41,42,2010,5,2675871
42,43,2010,5,2680287
43,44,2010,5,2684461
44,45,2010,5,2674754
45,46,2010,5,2682148
46,47,2010,5,2620650
47,48,2010,5,2627748
48,49,2010,5,2670153
49,50,2010,5,2623007
50,51,2010,5,2678848
51,52,2010,5,2593649
52,53,2010,5,2674873
53,54,2010,5,2656848
54,55,2010,5,2546258
55,56,2010,5,2646465
56,57,2010,5,2679548
57,58,2010,5,2604975
58,59,2010,5,2590471
59,60,2010,5,2633352
60,61,2010,5,2554001
61,62,2010,5,2631348
62,63,2010,5,2670548
63,64,2010,5,2665561
64,65,2010,5,2549955
65,66,2010,5,2671214
66,67,2010,5,2646084
67,68,2010,5,2610672
68,69,2010,5,2686250
69,70,2010,5,2668648
70,71,2010,5,2657048
71,72,2010,5,2617540
72,73,2010,5,2669850
73,74,2010,5,2682571
74,75,2010,5,2617550
75,76,2010,5,2675248
76,77,2010,5,2643809
77,78,2010,5,2566835
78,79,2010,5,2667086
79,80,2010,5,2641051
80,81,2010,5,2664550
81,82,2010,5,2687986
82,83,2010,5,2666648
83,84,2010,5,2662283
84,85,2010,5,2626713
85,86,2010,5,2634099
86,87,2010,5,2566458
87,88,2010,5,2650540
88,89,2010,5,2641050
89,90,2010,5,2609656
90,91,2010,5,2660751
91,92,2010,5,2645549
92,93,2010,5,2600849
93,94,2010,5,2690353
94,95,2010,5,2653628
95,96,2010,5,2648948
96,97,2010,5,2630748
97,98,2010,5,2671560
98,99,2010,5,2652027
99,100,2010,5,2530461
