,rank,year,month,song_id
0,1,2016,7,8254545
1,2,2016,7,8252408
2,3,2016,7,8261338
3,4,2016,7,8250334
4,5,2016,7,8236055
5,6,2016,7,8158031
6,7,2016,7,8262125
7,8,2016,7,8243823
8,9,2016,7,8199190
9,10,2016,7,8233291
10,11,2016,7,8247080
11,12,2016,7,8252409
12,13,2016,7,8252588
13,14,2016,7,8233373
14,15,2016,7,8243822
15,16,2016,7,8233292
16,17,2016,7,5620266
17,18,2016,7,8261334
18,19,2016,7,8189661
19,20,2016,7,8233293
20,21,2016,7,8244030
21,22,2016,7,8244031
22,23,2016,7,8261335
23,24,2016,7,8148487
24,25,2016,7,8174429
25,26,2016,7,8247081
26,27,2016,7,8109412
27,28,2016,7,8033528
28,29,2016,7,8252404
29,30,2016,7,7899303
30,31,2016,7,8184472
31,32,2016,7,8225127
32,33,2016,7,8250335
33,34,2016,7,8217164
34,35,2016,7,8219168
35,36,2016,7,8203900
36,37,2016,7,8244052
37,38,2016,7,8182907
38,39,2016,7,8028701
39,40,2016,7,8206881
40,41,2016,7,8252407
41,42,2016,7,3620493
42,43,2016,7,8071102
43,44,2016,7,8181755
44,45,2016,7,8161257
45,46,2016,7,8089568
46,47,2016,7,7891119
47,48,2016,7,8233466
48,49,2016,7,8028724
49,50,2016,7,7911687
50,51,2016,7,8124417
51,52,2016,7,8086947
52,53,2016,7,8170828
53,54,2016,7,8068881
54,55,2016,7,5791706
55,56,2016,7,7921208
56,57,2016,7,8190803
57,58,2016,7,7931286
58,59,2016,7,8102386
59,60,2016,7,8026677
60,61,2016,7,5466962
61,62,2016,7,8122589
62,63,2016,7,8257689
63,64,2016,7,8259473
64,65,2016,7,8138940
65,66,2016,7,7861392
66,67,2016,7,8217163
67,68,2016,7,8172437
68,69,2016,7,8042553
69,70,2016,7,8252405
70,71,2016,7,8261339
71,72,2016,7,8231453
72,73,2016,7,8275728
73,74,2016,7,4660794
74,75,2016,7,8252573
75,76,2016,7,8053157
76,77,2016,7,8252139
77,78,2016,7,8171202
78,79,2016,7,8233294
79,80,2016,7,8167307
80,81,2016,7,8254504
81,82,2016,7,8143111
82,83,2016,7,8193236
83,84,2016,7,8094566
84,85,2016,7,8243908
85,86,2016,7,8268275
86,87,2016,7,8170829
87,88,2016,7,8266230
88,89,2016,7,8100402
89,90,2016,7,8217129
90,91,2016,7,8252406
91,92,2016,7,8271314
92,93,2016,7,8271355
93,94,2016,7,8271318
94,95,2016,7,7965449
95,96,2016,7,8201572
96,97,2016,7,8269335
97,98,2016,7,8261337
98,99,2016,7,8267596
99,100,2016,7,8109414
