,rank,year,month,song_id
0,1,2008,3,1807098
1,2,2008,3,1788174
2,3,2008,3,1798749
3,4,2008,3,1756969
4,5,2008,3,1798588
5,6,2008,3,1778667
6,7,2008,3,1789551
7,8,2008,3,1765767
8,9,2008,3,1786851
9,10,2008,3,1790894
10,11,2008,3,1789828
11,12,2008,3,1797713
12,13,2008,3,1809080
13,14,2008,3,1772218
14,15,2008,3,1804274
15,16,2008,3,1733348
16,17,2008,3,1793650
17,18,2008,3,1816224
18,19,2008,3,1698598
19,20,2008,3,1782451
20,21,2008,3,1826467
21,22,2008,3,1786108
22,23,2008,3,1764208
23,24,2008,3,1813593
24,25,2008,3,1809309
25,26,2008,3,1778590
26,27,2008,3,1788359
27,28,2008,3,1797709
28,29,2008,3,1773274
29,30,2008,3,1798768
30,31,2008,3,1768249
31,32,2008,3,1798752
32,33,2008,3,1809753
33,34,2008,3,1765763
34,35,2008,3,1724693
35,36,2008,3,1790687
36,37,2008,3,1756965
37,38,2008,3,1782986
38,39,2008,3,1763403
39,40,2008,3,1827472
40,41,2008,3,1757178
41,42,2008,3,1803255
42,43,2008,3,1742135
43,44,2008,3,1817939
44,45,2008,3,1767765
45,46,2008,3,1765764
46,47,2008,3,1806316
47,48,2008,3,1784804
48,49,2008,3,1806326
49,50,2008,3,1772114
50,51,2008,3,1785909
51,52,2008,3,1820027
52,53,2008,3,1787093
53,54,2008,3,1825248
54,55,2008,3,1801398
55,56,2008,3,1764463
56,57,2008,3,1746426
57,58,2008,3,1781233
58,59,2008,3,1828869
59,60,2008,3,1829403
60,61,2008,3,1785924
61,62,2008,3,1787058
62,63,2008,3,1832985
63,64,2008,3,1829494
64,65,2008,3,1827423
65,66,2008,3,1810152
66,67,2008,3,1784765
67,68,2008,3,1797603
68,69,2008,3,1761731
69,70,2008,3,1807099
70,71,2008,3,1765766
71,72,2008,3,1727882
72,73,2008,3,1805710
73,74,2008,3,1793412
74,75,2008,3,1812555
75,76,2008,3,1787234
76,77,2008,3,1833966
77,78,2008,3,1808308
78,79,2008,3,1785914
79,80,2008,3,1778229
80,81,2008,3,1804602
81,82,2008,3,1807518
82,83,2008,3,1622996
83,84,2008,3,1822211
84,85,2008,3,1811140
85,86,2008,3,1812971
86,87,2008,3,1825558
87,88,2008,3,1815594
88,89,2008,3,1802995
89,90,2008,3,1808160
90,91,2008,3,1756308
91,92,2008,3,1829381
92,93,2008,3,1805722
93,94,2008,3,1808305
94,95,2008,3,1822213
95,96,2008,3,1831804
96,97,2008,3,1823813
97,98,2008,3,1785912
98,99,2008,3,1807162
99,100,2008,3,1768250
