,rank,year,month,song_id
0,1,2014,10,5400360
1,2,2014,10,5394265
2,3,2014,10,5390701
3,4,2014,10,4016085
4,5,2014,10,4743560
5,6,2014,10,5408681
6,7,2014,10,5401276
7,8,2014,10,5388806
8,9,2014,10,5415175
9,10,2014,10,4843704
10,11,2014,10,5421427
11,12,2014,10,4864206
12,13,2014,10,5372667
13,14,2014,10,4789747
14,15,2014,10,4806686
15,16,2014,10,5406682
16,17,2014,10,5402092
17,18,2014,10,5400358
18,19,2014,10,4854588
19,20,2014,10,4743562
20,21,2014,10,5419682
21,22,2014,10,4543502
22,23,2014,10,5413256
23,24,2014,10,5386171
24,25,2014,10,5387875
25,26,2014,10,4681146
26,27,2014,10,4840373
27,28,2014,10,5421429
28,29,2014,10,5376645
29,30,2014,10,4764928
30,31,2014,10,4646573
31,32,2014,10,4743561
32,33,2014,10,5383102
33,34,2014,10,4756304
34,35,2014,10,5413548
35,36,2014,10,4671151
36,37,2014,10,4832150
37,38,2014,10,4743571
38,39,2014,10,5400356
39,40,2014,10,4779294
40,41,2014,10,5389475
41,42,2014,10,4806688
42,43,2014,10,4734486
43,44,2014,10,5397393
44,45,2014,10,4230004
45,46,2014,10,5402720
46,47,2014,10,4828024
47,48,2014,10,4785453
48,49,2014,10,5400365
49,50,2014,10,4688375
50,51,2014,10,5400357
51,52,2014,10,4743565
52,53,2014,10,5408662
53,54,2014,10,4711007
54,55,2014,10,5421434
55,56,2014,10,5421428
56,57,2014,10,4743564
57,58,2014,10,5401393
58,59,2014,10,4433490
59,60,2014,10,4544242
60,61,2014,10,4743569
61,62,2014,10,5408677
62,63,2014,10,5402473
63,64,2014,10,4693165
64,65,2014,10,4312955
65,66,2014,10,4762446
66,67,2014,10,4586092
67,68,2014,10,4800614
68,69,2014,10,5414970
69,70,2014,10,4793898
70,71,2014,10,5408722
71,72,2014,10,4369827
72,73,2014,10,5400359
73,74,2014,10,4660909
74,75,2014,10,4743566
75,76,2014,10,4639518
76,77,2014,10,4810612
77,78,2014,10,5421433
78,79,2014,10,5392777
79,80,2014,10,5406933
80,81,2014,10,5381331
81,82,2014,10,5406903
82,83,2014,10,4771771
83,84,2014,10,5375679
84,85,2014,10,4865030
85,86,2014,10,4814576
86,87,2014,10,5400362
87,88,2014,10,4806687
88,89,2014,10,4857978
89,90,2014,10,4591400
90,91,2014,10,4821170
91,92,2014,10,4594680
92,93,2014,10,5424619
93,94,2014,10,4828190
94,95,2014,10,5394280
95,96,2014,10,4723861
96,97,2014,10,4665220
97,98,2014,10,5421435
98,99,2014,10,5400361
99,100,2014,10,5408541
