,rank,year,month,song_id
0,1,2004,10,537599
1,2,2004,10,537750
2,3,2004,10,529685
3,4,2004,10,537208
4,5,2004,10,534951
5,6,2004,10,535139
6,7,2004,10,531011
7,8,2004,10,536358
8,9,2004,10,536921
9,10,2004,10,530958
10,11,2004,10,1142056
11,12,2004,10,536320
12,13,2004,10,535708
13,14,2004,10,533412
14,15,2004,10,534003
15,16,2004,10,531431
16,17,2004,10,539778
17,18,2004,10,531594
18,19,2004,10,530122
19,20,2004,10,526418
20,21,2004,10,601903
21,22,2004,10,539665
22,23,2004,10,525066
23,24,2004,10,600942
24,25,2004,10,522846
25,26,2004,10,529850
26,27,2004,10,600207
27,28,2004,10,601790
28,29,2004,10,530237
29,30,2004,10,519620
30,31,2004,10,531607
31,32,2004,10,621783
32,33,2004,10,534746
33,34,2004,10,527014
34,35,2004,10,1944405
35,36,2004,10,540535
36,37,2004,10,528530
37,38,2004,10,531748
38,39,2004,10,528184
39,40,2004,10,536317
40,41,2004,10,521702
41,42,2004,10,525944
42,43,2004,10,524216
43,44,2004,10,601992
44,45,2004,10,606250
45,46,2004,10,527575
46,47,2004,10,602014
47,48,2004,10,519287
48,49,2004,10,601760
49,50,2004,10,621632
50,51,2004,10,602126
51,52,2004,10,519619
52,53,2004,10,530043
53,54,2004,10,530163
54,55,2004,10,541448
55,56,2004,10,528532
56,57,2004,10,525687
57,58,2004,10,532165
58,59,2004,10,537948
59,60,2004,10,601836
60,61,2004,10,516205
61,62,2004,10,606079
62,63,2004,10,532116
63,64,2004,10,1589050
64,65,2004,10,1764592
