,rank,year,month,song_id
0,1,2009,1,2012282
1,2,2009,1,1977448
2,3,2009,1,1958819
3,4,2009,1,1951550
4,5,2009,1,1984049
5,6,2009,1,1967001
6,7,2009,1,1983482
7,8,2009,1,1996934
8,9,2009,1,1945868
9,10,2009,1,1951552
10,11,2009,1,1929329
11,12,2009,1,1964754
12,13,2009,1,1941619
13,14,2009,1,1939100
14,15,2009,1,1972459
15,16,2009,1,1951553
16,17,2009,1,1928044
17,18,2009,1,1913501
18,19,2009,1,1953349
19,20,2009,1,1958834
20,21,2009,1,2008648
21,22,2009,1,1935599
22,23,2009,1,1928055
23,24,2009,1,1961451
24,25,2009,1,1927248
25,26,2009,1,1960948
26,27,2009,1,1936789
27,28,2009,1,1992548
28,29,2009,1,1943049
29,30,2009,1,1928051
30,31,2009,1,2012251
31,32,2009,1,1928828
32,33,2009,1,1972517
33,34,2009,1,1913502
34,35,2009,1,1959553
35,36,2009,1,1940012
36,37,2009,1,1914864
37,38,2009,1,1943071
38,39,2009,1,1956876
39,40,2009,1,1941712
40,41,2009,1,1932604
41,42,2009,1,2017263
42,43,2009,1,1926582
43,44,2009,1,1993750
44,45,2009,1,1961948
45,46,2009,1,1916349
46,47,2009,1,1979049
47,48,2009,1,2017256
48,49,2009,1,1932515
49,50,2009,1,2017349
50,51,2009,1,2020854
51,52,2009,1,1984776
52,53,2009,1,2006848
53,54,2009,1,984646
54,55,2009,1,1941314
55,56,2009,1,1972519
56,57,2009,1,1963424
57,58,2009,1,2014267
58,59,2009,1,1931407
59,60,2009,1,1975152
60,61,2009,1,1901874
61,62,2009,1,2017878
62,63,2009,1,1933313
63,64,2009,1,1964790
64,65,2009,1,2017348
65,66,2009,1,2004670
66,67,2009,1,2019681
67,68,2009,1,1995748
68,69,2009,1,2024974
69,70,2009,1,2015250
70,71,2009,1,1951549
71,72,2009,1,2008148
72,73,2009,1,1998351
73,74,2009,1,1939569
74,75,2009,1,1977749
75,76,2009,1,1936243
76,77,2009,1,2007071
77,78,2009,1,1921365
78,79,2009,1,2030248
79,80,2009,1,2015662
80,81,2009,1,2017351
81,82,2009,1,2018861
82,83,2009,1,2017350
83,84,2009,1,1934812
84,85,2009,1,1923548
85,86,2009,1,2014291
86,87,2009,1,2018769
87,88,2009,1,1956654
88,89,2009,1,1902384
89,90,2009,1,2000360
90,91,2009,1,1997164
91,92,2009,1,1990658
92,93,2009,1,2003227
93,94,2009,1,1992662
94,95,2009,1,1958148
95,96,2009,1,1913503
96,97,2009,1,1975477
97,98,2009,1,2011148
98,99,2009,1,1953949
99,100,2009,1,2007355
