,rank,year,month,song_id
0,1,2001,7,19807
1,2,2001,7,18357
2,3,2001,7,20226
3,4,2001,7,21746
4,5,2001,7,1606519
5,6,2001,7,19776
6,7,2001,7,20951
7,8,2001,7,8302
8,9,2001,7,104868
9,10,2001,7,8274
10,11,2001,7,78002
11,12,2001,7,19571
12,13,2001,7,90434
13,14,2001,7,10837
14,15,2001,7,24105
15,16,2001,7,53615
16,17,2001,7,20885
17,18,2001,7,20966
18,19,2001,7,24290
19,20,2001,7,5119
20,21,2001,7,8305
21,22,2001,7,2530
22,23,2001,7,19091
23,24,2001,7,19094
24,25,2001,7,21360
25,26,2001,7,10398
26,27,2001,7,8290
27,28,2001,7,62176
28,29,2001,7,8293
29,30,2001,7,24136
30,31,2001,7,33026
31,32,2001,7,89900
32,33,2001,7,1096487
33,34,2001,7,90478
34,35,2001,7,90784
35,36,2001,7,6855
36,37,2001,7,526821
37,38,2001,7,11109
38,39,2001,7,85108
39,40,2001,7,23345
40,41,2001,7,24971
41,42,2001,7,24670
42,43,2001,7,2696149
43,44,2001,7,7650
44,45,2001,7,7654
45,46,2001,7,3680
46,47,2001,7,7712
47,48,2001,7,19175
48,49,2001,7,503339
49,50,2001,7,1698077
50,51,2001,7,1564069
51,52,2001,7,1213165
52,53,2001,7,2696148
53,54,2001,7,68576
54,55,2001,7,3526118
55,56,2001,7,1614454
56,57,2001,7,6763
57,58,2001,7,10580
58,59,2001,7,105807
59,60,2001,7,7711
60,61,2001,7,7180
61,62,2001,7,7148
62,63,2001,7,83437
