,genre,freq
0,록/메탈,10
1,랩/힙합,11
2,발라드,44
3,댄스,23
4,R&B/Soul,10
5,드라마OST,11
6,일렉트로니카,1
7,POP,2
8,영화OST,2
9,인디음악,1
