,genre,freq
0,랩/힙합,19
1,발라드,34
2,R&B/Soul,10
3,댄스,23
4,드라마OST,5
5,POP,6
6,인디음악,7
7,록/메탈,4
8,포크/블루스,4
9,EDM,1
10,일렉트로니카,1
