,genre,freq
0,발라드,30
1,드라마OST,10
2,R&B/Soul,11
3,댄스,25
4,랩/힙합,17
5,POP,3
6,영화OST,10
7,록/메탈,14
8,포크/블루스,1
9,EDM,1
10,일렉트로니카,1
