,genre,freq
0,록/메탈,21
1,댄스,22
2,랩/힙합,16
3,발라드,33
4,드라마OST,11
5,R&B/Soul,5
6,포크/블루스,1
7,인디음악,1
8,일렉트로니카,1
9,POP,1
