,genre,freq
0,R&B/Soul,12
1,댄스,28
2,포크/블루스,9
3,인디음악,9
4,POP,3
5,발라드,30
6,드라마OST,5
7,랩/힙합,17
8,록/메탈,1
9,EDM,2
10,일렉트로니카,2
11,영화OST,1
