,genre,freq
0,댄스,24
1,랩/힙합,26
2,발라드,40
3,POP,3
4,R&B/Soul,5
5,영화OST,1
6,록/메탈,2
7,성인가요,1
8,포크/블루스,2
9,인디음악,1
10,드라마OST,8
11,일렉트로니카,1
