,genre,freq
0,R&B/Soul,7
1,발라드,27
2,드라마OST,4
3,댄스,11
4,일렉트로니카,1
5,록/메탈,7
6,랩/힙합,9
7,영화OST,2
8,인디음악,1
9,-,1
