,genre,freq
0,R&B/Soul,10
1,일렉트로니카,6
2,댄스,26
3,발라드,37
4,드라마OST,13
5,록/메탈,6
6,POP,5
7,만화/게임OST,5
8,포크/블루스,1
9,랩/힙합,9
10,인디음악,2
11,영화OST,1
