,genre,freq
0,발라드,29
1,R&B/Soul,27
2,랩/힙합,8
3,댄스,20
4,록/메탈,7
5,드라마OST,8
6,POP,4
7,영화OST,1
8,일렉트로니카,1
9,만화/게임OST,1
