,genre,freq
0,랩/힙합,21
1,댄스,29
2,인디음악,6
3,록/메탈,2
4,일렉트로니카,2
5,발라드,30
6,드라마OST,3
7,R&B/Soul,9
8,POP,7
9,포크/블루스,1
