,genre,freq
0,발라드,21
1,R&B/Soul,11
2,랩/힙합,21
3,댄스,33
4,포크/블루스,7
5,인디음악,8
6,POP,2
7,드라마OST,5
8,록/메탈,2
9,일렉트로니카,4
10,EDM,2
11,영화OST,1
