,genre,freq
0,발라드,32
1,드라마OST,15
2,R&B/Soul,17
3,댄스,14
4,랩/힙합,23
5,포크/블루스,9
6,인디음악,8
7,록/메탈,2
8,POP,3
9,영화OST,1
