,genre,freq
0,R&B/Soul,8
1,랩/힙합,19
2,발라드,43
3,댄스,19
4,드라마OST,16
5,록/메탈,2
6,포크/블루스,6
7,인디음악,6
8,POP,5
9,영화OST,1
