,genre,freq
0,발라드,51
1,포크/블루스,2
2,R&B/Soul,6
3,댄스,20
4,랩/힙합,13
5,록/메탈,6
6,드라마OST,5
7,POP,1
8,인디음악,2
9,일렉트로니카,1
10,영화OST,1
