,genre,freq
0,발라드,31
1,R&B/Soul,6
2,댄스,13
3,록/메탈,11
4,인디음악,5
5,랩/힙합,3
6,포크/블루스,1
7,영화OST,1
8,드라마OST,1
9,-,1
