,genre,freq
0,댄스,25
1,포크/블루스,6
2,드라마OST,14
3,록/메탈,11
4,발라드,38
5,랩/힙합,17
6,R&B/Soul,4
7,일렉트로니카,1
8,POP,1
9,인디음악,1
