,genre,freq
0,랩/힙합,7
1,댄스,19
2,R&B/Soul,16
3,발라드,40
4,록/메탈,8
5,드라마OST,7
6,POP,4
7,-,1
8,성인가요,1
9,만화/게임OST,1
