,genre,freq
0,록/메탈,6
1,발라드,34
2,댄스,19
3,랩/힙합,23
4,인디음악,7
5,R&B/Soul,12
6,포크/블루스,1
7,드라마OST,4
8,일렉트로니카,2
9,POP,4
