,genre,freq
0,랩/힙합,28
1,포크/블루스,4
2,인디음악,6
3,댄스,22
4,발라드,34
5,R&B/Soul,9
6,드라마OST,21
7,록/메탈,2
8,POP,2
9,일렉트로니카,1
