,genre,freq
0,발라드,42
1,드라마OST,12
2,댄스,18
3,R&B/Soul,9
4,랩/힙합,6
5,J-POP,1
6,록/메탈,6
7,POP,6
8,성인가요,1
9,-,2
10,일렉트로니카,1
11,영화OST,1
