,genre,freq
0,포크/블루스,12
1,인디음악,11
2,발라드,27
3,랩/힙합,23
4,댄스,22
5,R&B/Soul,8
6,POP,2
7,록/메탈,3
8,드라마OST,7
9,일렉트로니카,3
10,EDM,2
