,genre,freq
0,R&B/Soul,14
1,인디음악,7
2,발라드,39
3,댄스,18
4,록/메탈,3
5,랩/힙합,13
6,포크/블루스,6
7,POP,6
8,드라마OST,5
9,EDM,1
10,일렉트로니카,1
