,genre,freq
0,발라드,42
1,드라마OST,19
2,랩/힙합,23
3,R&B/Soul,7
4,포크/블루스,9
5,인디음악,7
6,댄스,14
7,록/메탈,3
8,POP,3
9,영화OST,1
