,genre,freq
0,인디음악,6
1,일렉트로니카,1
2,댄스,32
3,랩/힙합,22
4,R&B/Soul,9
5,발라드,28
6,드라마OST,5
7,록/메탈,2
8,POP,6
9,포크/블루스,1
