,genre,freq
0,발라드,42
1,랩/힙합,15
2,댄스,37
3,인디음악,3
4,록/메탈,4
5,드라마OST,6
6,POP,1
7,일렉트로니카,2
8,영화OST,1
9,포크/블루스,1
10,R&B/Soul,1
