,genre,freq
0,R&B/Soul,3
1,발라드,52
2,댄스,21
3,록/메탈,7
4,랩/힙합,15
5,인디음악,1
6,드라마OST,7
7,POP,1
8,영화OST,2
9,포크/블루스,1
