,genre,freq
0,인디음악,7
1,록/메탈,10
2,댄스,26
3,랩/힙합,28
4,R&B/Soul,9
5,포크/블루스,2
6,발라드,22
7,드라마OST,6
8,일렉트로니카,2
9,POP,5
10,영화OST,1
