,genre,freq
0,R&B/Soul,13
1,랩/힙합,18
2,댄스,29
3,포크/블루스,8
4,인디음악,9
5,발라드,26
6,드라마OST,6
7,POP,2
8,록/메탈,1
9,EDM,2
10,일렉트로니카,4
11,영화OST,1
