,genre,freq
0,랩/힙합,29
1,R&B/Soul,9
2,발라드,40
3,댄스,12
4,POP,1
5,영화OST,4
6,록/메탈,5
7,포크/블루스,5
8,인디음악,2
9,드라마OST,5
10,일렉트로니카,1
11,성인가요,1
