,genre,freq
0,포크/블루스,6
1,인디음악,13
2,발라드,37
3,록/메탈,9
4,랩/힙합,19
5,댄스,14
6,R&B/Soul,11
7,드라마OST,3
8,POP,4
9,일렉트로니카,1
