,genre,freq
0,R&B/Soul,8
1,발라드,39
2,랩/힙합,27
3,댄스,17
4,드라마OST,12
5,POP,5
6,영화OST,1
7,록/메탈,3
8,성인가요,1
9,포크/블루스,3
10,인디음악,1
11,일렉트로니카,1
