,genre,freq
0,R&B/Soul,28
1,발라드,42
2,댄스,10
3,록/메탈,7
4,드라마OST,4
5,랩/힙합,8
6,일렉트로니카,1
7,인디음악,1
8,POP,2
9,-,1
10,J-POP,1
