,genre,freq
0,발라드,31
1,드라마OST,9
2,댄스,24
3,랩/힙합,23
4,포크/블루스,1
5,R&B/Soul,16
6,POP,3
7,일렉트로니카,1
8,인디음악,1
9,록/메탈,3
