,genre,freq
0,록/메탈,12
1,랩/힙합,10
2,발라드,44
3,R&B/Soul,15
4,드라마OST,8
5,댄스,9
6,POP,4
7,만화/게임OST,1
8,일렉트로니카,3
9,영화OST,1
10,성인가요,1
11,-,1
