,genre,freq
0,랩/힙합,14
1,댄스,20
2,발라드,36
3,R&B/Soul,15
4,POP,6
5,인디음악,6
6,록/메탈,5
7,드라마OST,5
8,포크/블루스,4
9,EDM,1
10,일렉트로니카,1
