,genre,freq
0,발라드,25
1,록/메탈,13
2,댄스,21
3,R&B/Soul,5
4,랩/힙합,5
5,포크/블루스,1
6,인디음악,2
7,드라마OST,1
8,성인가요,1
9,영화OST,1
