,genre,freq
0,발라드,37
1,드라마OST,14
2,인디음악,10
3,R&B/Soul,10
4,POP,10
5,댄스,19
6,영화OST,2
7,랩/힙합,15
8,록/메탈,5
9,포크/블루스,3
10,일렉트로니카,1
11,성인가요,1
