,genre,freq
0,인디음악,12
1,록/메탈,7
2,댄스,18
3,발라드,37
4,포크/블루스,4
5,POP,6
6,랩/힙합,17
7,R&B/Soul,10
8,드라마OST,3
9,일렉트로니카,1
10,성인가요,1
