,genre,freq
0,댄스,29
1,랩/힙합,18
2,발라드,32
3,R&B/Soul,11
4,드라마OST,11
5,록/메탈,7
6,포크/블루스,2
7,EDM,1
8,일렉트로니카,1
9,-,1
