,genre,freq
0,랩/힙합,12
1,R&B/Soul,25
2,발라드,35
3,드라마OST,6
4,댄스,17
5,포크/블루스,4
6,록/메탈,3
7,일렉트로니카,4
8,EDM,1
9,POP,1
