,genre,freq
0,발라드,21
1,랩/힙합,25
2,댄스,25
3,R&B/Soul,12
4,포크/블루스,9
5,인디음악,9
6,POP,2
7,록/메탈,2
8,드라마OST,3
9,일렉트로니카,4
10,EDM,2
