,genre,freq
0,댄스,18
1,랩/힙합,18
2,발라드,45
3,록/메탈,3
4,드라마OST,8
5,R&B/Soul,5
6,POP,4
7,포크/블루스,5
8,인디음악,2
9,일렉트로니카,2
