,genre,freq
0,댄스,31
1,인디음악,5
2,일렉트로니카,2
3,발라드,28
4,드라마OST,7
5,R&B/Soul,9
6,랩/힙합,22
7,록/메탈,2
8,포크/블루스,1
9,POP,6
